w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_left_T
47.6,7.0,5.8,12.8,4.4,11.2,0.0,0.51,14.0,35.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.39,0.5,3.3,2.5,4.5,7.0,11.0,4.4,4.0,4.0,2.9,0.18,1.7,0.026417022918716
33.2,3.4,8.2,8.0,15.2,6.4,0.0,0.5,14.0,30.0,0.105,0.1,2.0,31.0,0.105,0.06,0.1,0.28,1.3,3.6,4.4,3.0,24.0,5.0,2.8,2.5,2.9,4.1,0.63,1.7,0.0693890759213048
33.2,10.6,4.6,22.4,24.8,13.6,0.0,0.5,14.0,27.0,0.07,0.04,2.0,29.0,0.105,0.06,0.1,0.3,2.5,1.7,4.4,4.6,8.0,15.0,1.0,0.9,4.1,1.0,1.09,3.2,0.0245166734886859
45.2,7.0,3.4,24.8,10.4,50.8,0.0,0.51,14.0,19.0,0.175,0.09,2.0,14.0,0.14,0.07,0.1,0.31,0.5,0.7,3.2,2.1,8.0,13.0,4.8,0.6,0.7,3.3,0.3,1.7,0.0267396567231401
18.8,13.0,8.2,21.2,12.8,11.2,0.0,0.5,14.0,33.0,0.105,0.01,2.0,27.0,0.175,0.08,0.1,0.46,1.1,1.8,3.9,2.8,19.0,25.0,5.0,0.8,2.4,4.7,0.76,2.0,0.0
48.8,5.8,2.2,23.6,8.0,35.2,0.0,0.5,14.0,22.0,0.035,0.02,2.0,21.0,0.14,0.07,0.1,0.36,0.8,2.3,4.4,4.4,4.0,24.0,4.8,0.4,1.1,4.8,0.72,1.7,0.0297655647747371
46.4,9.4,8.2,22.4,26.0,44.8,0.0,0.51,14.0,27.0,0.175,0.09,2.0,13.0,0.175,0.02,0.1,0.48,3.5,0.5,4.4,4.7,15.0,10.0,2.0,3.4,2.8,3.2,0.3,4.0,0.0185624988171549
15.2,10.6,5.8,26.0,9.2,23.2,0.0,0.51,14.0,24.0,0.175,0.02,2.0,15.0,0.175,0.02,0.1,0.49,1.0,0.6,4.5,3.8,22.0,11.0,3.7,2.2,0.4,2.7,0.37,3.5,0.0463284154379667
42.8,8.2,10.6,8.0,8.0,5.2,0.0,0.5,14.0,30.0,0.175,0.02,2.0,19.0,0.14,0.04,0.1,0.16,0.6,1.7,2.7,3.4,2.0,20.0,2.1,3.8,2.2,5.0,0.24,1.6,0.0222940372851619
12.8,9.4,5.8,17.6,16.4,38.8,0.0,0.5,14.0,34.0,0.07,0.04,2.0,29.0,0.14,0.09,0.1,0.45,1.0,3.2,4.6,2.6,15.0,29.0,0.9,1.5,4.5,2.3,0.67,2.5,0.0612982047423569
23.6,3.4,4.6,18.8,24.8,29.2,0.0,0.51,14.0,26.0,0.175,0.09,2.0,14.0,0.105,0.07,0.1,0.5,1.6,1.9,4.8,3.2,7.0,18.0,1.6,0.9,2.3,3.0,0.36,3.1,0.0852491230891894
10.4,7.0,4.6,5.6,26.0,38.8,0.0,0.51,14.0,31.0,0.07,0.03,2.0,10.0,0.14,0.03,0.1,0.26,1.2,0.4,4.8,4.0,15.0,13.0,4.7,2.9,1.7,1.6,0.25,3.9,0.0871993819997896
17.6,5.8,13.0,16.4,21.2,29.2,0.0,0.51,14.0,18.0,0.14,0.01,2.0,21.0,0.14,0.08,0.1,0.28,2.7,1.5,4.8,4.7,16.0,26.0,4.8,0.1,5.0,3.3,1.32,4.5,0.0776221251273847
20.0,3.4,7.0,18.8,9.2,50.8,0.0,0.5,14.0,23.0,0.14,0.04,2.0,23.0,0.105,0.01,0.1,0.36,0.6,0.6,4.8,3.4,22.0,18.0,3.4,4.2,2.7,1.3,0.14,1.0,0.109656318484176
30.8,11.8,11.8,14.0,4.4,4.0,0.0,0.5,14.0,27.0,0.14,0.01,2.0,35.0,0.14,0.03,0.1,0.33,0.4,1.9,1.3,3.2,8.0,0.0,3.6,0.2,1.0,4.8,0.3,1.0,0.0249596713408221
14.0,4.6,2.2,14.0,24.8,8.8,0.0,0.5,14.0,29.0,0.105,0.08,2.0,12.0,0.14,0.04,0.1,0.44,1.2,3.3,4.6,3.5,11.0,5.0,4.7,4.2,3.2,4.0,0.83,2.9,0.107951539297083
42.8,5.8,7.0,21.2,26.0,17.2,0.0,0.51,14.0,24.0,0.07,0.01,2.0,31.0,0.07,0.02,0.1,0.24,1.6,1.5,4.3,4.7,10.0,6.0,1.3,2.4,0.9,0.5,0.76,4.2,0.0309091721520771
16.4,13.0,2.2,5.6,22.4,22.0,0.0,0.5,14.0,28.0,0.035,0.01,2.0,24.0,0.14,0.02,0.1,0.46,2.2,2.3,4.3,4.4,19.0,4.0,0.5,2.1,2.8,1.8,0.19,2.5,0.0399904678402856
39.2,4.6,13.0,6.8,9.2,37.6,0.0,0.5,14.0,29.0,0.105,0.05,2.0,33.0,0.035,0.01,0.1,0.14,0.5,1.7,4.8,1.9,30.0,0.0,2.1,1.8,2.2,5.0,0.43,1.3,0.0442047518325395
40.4,8.2,2.2,20.0,18.8,13.6,0.0,0.51,14.0,20.0,0.14,0.06,2.0,22.0,0.105,0.04,0.1,0.45,2.2,2.3,4.1,3.6,16.0,15.0,1.3,0.9,2.2,4.4,1.95,3.1,0.026206512144985
14.0,9.4,7.0,3.2,11.6,29.2,0.0,0.5,14.0,29.0,0.07,0.02,2.0,20.0,0.14,0.01,0.1,0.23,1.4,2.1,2.6,4.2,3.0,15.0,2.3,0.8,2.5,4.9,1.18,2.1,0.0667601400104749
33.2,5.8,9.4,16.4,8.0,23.2,0.0,0.51,14.0,35.0,0.105,0.05,2.0,21.0,0.07,0.06,0.1,0.29,0.8,3.1,3.0,2.6,16.0,12.0,1.8,2.5,4.5,1.5,0.35,1.6,0.0437774764447651
52.4,9.4,13.0,22.4,20.0,52.0,0.0,0.51,14.0,35.0,0.175,0.05,2.0,15.0,0.07,0.04,0.1,0.5,2.0,4.3,3.8,3.5,16.0,11.0,0.2,4.6,2.3,1.5,1.7,2.4,0.0170470147493785
42.8,7.0,2.2,5.6,5.6,42.4,0.0,0.5,14.0,34.0,0.105,0.08,2.0,19.0,0.14,0.03,0.1,0.32,0.5,3.9,3.4,5.0,21.0,4.0,3.7,4.7,1.2,2.2,0.3,1.4,0.029086298887537
38.0,13.0,7.0,16.4,24.8,52.0,0.0,0.51,14.0,35.0,0.14,0.09,2.0,34.0,0.14,0.02,0.1,0.33,1.6,4.0,5.0,3.9,24.0,13.0,4.7,3.0,1.8,1.2,1.47,3.2,0.0168545895255445
45.2,10.6,3.4,16.4,24.8,25.6,0.0,0.5,14.0,35.0,0.105,0.02,2.0,15.0,0.035,0.03,0.1,0.22,1.5,4.1,4.6,4.0,16.0,3.0,4.8,0.3,5.0,3.2,1.02,3.2,0.0157656052175049
16.4,11.8,9.4,21.2,23.6,22.0,0.0,0.51,14.0,29.0,0.105,0.1,2.0,28.0,0.14,0.03,0.1,0.5,1.4,1.4,5.0,5.0,1.0,18.0,2.5,1.8,0.1,3.7,0.72,4.5,0.0341011285310314
24.8,4.6,11.8,16.4,23.6,32.8,0.0,0.5,14.0,23.0,0.175,0.03,2.0,24.0,0.105,0.1,0.1,0.43,1.6,1.4,4.7,3.8,19.0,10.0,4.9,2.7,1.6,3.5,0.35,3.6,0.0599959291663639
27.2,2.2,1.0,4.4,9.2,25.6,0.0,0.5,14.0,28.0,0.105,0.07,2.0,19.0,0.035,0.02,0.1,0.21,0.6,1.0,3.1,3.9,23.0,17.0,0.4,1.9,4.7,0.2,0.5,2.9,0.115396090664632
34.4,7.0,2.2,20.0,4.4,7.6,0.0,0.5,14.0,23.0,0.105,0.07,2.0,24.0,0.105,0.1,0.1,0.22,0.5,0.7,2.1,4.1,24.0,11.0,0.6,4.0,3.8,5.0,0.27,1.2,0.0353623635238256
21.2,10.6,9.4,9.2,16.4,34.0,0.0,0.5,14.0,24.0,0.175,0.01,2.0,11.0,0.105,0.01,0.1,0.47,1.5,2.5,4.6,4.2,24.0,2.0,0.3,4.4,0.4,3.1,1.35,1.2,0.0357901502870086
44.0,1.0,3.4,15.2,11.6,37.6,0.0,0.5,14.0,24.0,0.07,0.03,2.0,35.0,0.14,0.07,0.1,0.36,1.1,3.0,2.7,3.8,29.0,17.0,1.6,3.1,1.2,1.0,0.93,1.3,0.125841681158582
45.2,4.6,7.0,14.0,26.0,37.6,0.0,0.5,14.0,18.0,0.07,0.06,2.0,12.0,0.07,0.05,0.1,0.36,1.9,1.8,4.3,4.4,26.0,30.0,1.5,4.4,1.9,2.3,1.55,3.8,0.0369080837585526
26.0,10.6,7.0,11.6,8.0,36.4,0.0,0.51,14.0,27.0,0.105,0.06,2.0,11.0,0.14,0.04,0.1,0.27,1.0,2.0,3.5,1.4,16.0,3.0,1.8,0.1,3.6,0.2,0.7,1.2,0.0312646131679633
38.0,5.8,8.2,24.8,22.4,34.0,0.0,0.51,14.0,24.0,0.105,0.06,2.0,34.0,0.105,0.06,0.1,0.29,2.6,3.2,4.5,5.0,9.0,6.0,2.1,0.3,4.7,1.9,0.43,4.0,0.0363264419586415
46.4,2.2,9.4,14.0,10.4,34.0,0.0,0.51,14.0,35.0,0.14,0.06,2.0,20.0,0.035,0.03,0.1,0.32,1.2,3.8,3.6,3.2,4.0,25.0,4.1,5.0,2.7,1.8,0.94,1.1,0.0722640357575311
45.2,8.2,10.6,18.8,21.2,50.8,0.0,0.51,14.0,9.0,0.07,0.04,2.0,33.0,0.175,0.05,0.1,0.43,2.5,0.8,5.0,4.0,23.0,2.0,3.6,0.2,4.5,3.2,0.39,3.6,0.0218110473621431
39.2,7.0,3.4,17.6,15.2,34.0,0.0,0.51,14.0,24.0,0.14,0.06,2.0,30.0,0.07,0.03,0.1,0.34,0.9,2.0,4.6,3.0,3.0,10.0,1.3,1.2,2.2,3.8,0.85,2.9,0.0281523972164972
29.6,7.0,5.8,10.4,11.6,29.2,0.0,0.5,14.0,18.0,0.07,0.03,2.0,24.0,0.035,0.02,0.1,0.07,1.0,1.7,3.0,4.0,25.0,27.0,0.9,2.4,3.9,4.1,0.75,1.1,0.0372524194158359
35.6,5.8,11.8,6.8,3.2,30.4,0.0,0.51,14.0,34.0,0.14,0.01,2.0,29.0,0.035,0.02,0.1,0.11,0.4,1.1,1.6,4.9,24.0,14.0,3.9,1.8,2.5,2.6,0.2,1.3,0.0419016558687568
29.6,11.8,2.2,8.0,20.0,32.8,0.0,0.5,14.0,29.0,0.14,0.1,2.0,33.0,0.175,0.1,0.1,0.32,2.6,3.5,4.3,3.3,13.0,22.0,1.6,4.8,2.4,3.2,0.5,2.0,0.0247969688178551
16.4,7.0,5.8,9.2,3.2,5.2,0.0,0.51,14.0,29.0,0.105,0.03,2.0,16.0,0.175,0.1,0.1,0.31,0.4,2.2,1.7,2.5,15.0,26.0,0.7,2.4,3.9,0.4,0.26,1.1,0.0712465720421802
36.8,1.0,1.0,16.4,5.6,24.4,0.0,0.51,14.0,34.0,0.105,0.01,2.0,28.0,0.175,0.1,0.1,0.48,0.4,2.5,3.4,4.6,6.0,18.0,1.1,1.2,3.4,2.6,0.18,1.8,0.168869643143197
18.8,13.0,7.0,16.4,23.6,52.0,0.0,0.5,14.0,33.0,0.175,0.07,2.0,9.0,0.105,0.01,0.1,0.1,2.7,3.6,5.0,3.0,0.0,24.0,1.8,2.8,4.7,0.7,0.12,2.5,0.0336124425132569
38.0,13.0,9.4,8.0,6.8,42.4,0.0,0.51,14.0,24.0,0.035,0.02,2.0,26.0,0.035,0.01,0.1,0.11,0.4,1.9,2.8,4.9,19.0,8.0,1.7,2.5,4.0,2.0,0.21,1.0,0.0180757197632142
14.0,9.4,8.2,17.6,26.0,52.0,0.0,0.5,14.0,34.0,0.14,0.09,2.0,30.0,0.035,0.01,0.1,0.23,1.6,1.1,4.2,4.9,26.0,16.0,3.1,1.7,2.5,1.9,0.43,4.0,0.0468319249336349
38.0,1.0,7.0,4.4,21.2,36.4,0.0,0.51,14.0,34.0,0.175,0.09,2.0,28.0,0.07,0.03,0.1,0.16,1.4,1.0,4.4,4.5,3.0,28.0,1.1,2.9,4.6,0.2,0.88,3.9,0.123910315434717
33.2,5.8,10.6,18.8,21.2,18.4,0.0,0.5,14.0,17.0,0.07,0.03,2.0,12.0,0.07,0.03,0.1,0.29,0.9,0.8,4.4,5.0,28.0,17.0,2.2,2.1,4.9,2.6,0.47,2.6,0.0357930169131854
28.4,8.2,3.4,22.4,4.4,34.0,0.0,0.5,14.0,23.0,0.175,0.01,2.0,5.0,0.175,0.06,0.1,0.4,0.4,2.9,1.7,2.2,2.0,4.0,1.5,1.9,0.2,4.6,0.17,1.6,0.0391756285186951
14.0,10.6,13.0,11.6,10.4,44.8,0.0,0.51,14.0,34.0,0.105,0.03,2.0,21.0,0.14,0.04,0.1,0.27,1.3,2.2,3.8,4.6,12.0,7.0,4.6,0.3,1.6,4.4,0.39,3.3,0.0517103647426023
8.0,4.6,10.6,6.8,26.0,42.4,0.0,0.51,14.0,33.0,0.175,0.05,2.0,15.0,0.07,0.03,0.1,0.5,1.2,1.1,4.4,4.7,18.0,11.0,3.4,5.0,5.0,1.7,0.76,3.4,0.155375402972204
27.2,8.2,9.4,16.4,10.4,32.8,0.0,0.5,14.0,29.0,0.14,0.1,2.0,12.0,0.14,0.06,0.1,0.46,0.9,1.3,3.0,3.3,24.0,6.0,1.2,0.1,1.3,0.8,0.46,2.2,0.0353195945156923
23.6,8.2,1.0,8.0,4.4,43.6,0.0,0.51,14.0,30.0,0.14,0.08,2.0,20.0,0.07,0.04,0.1,0.39,0.4,1.9,2.8,1.9,24.0,16.0,3.2,3.0,0.4,4.7,0.24,1.4,0.045842591538137
20.0,11.8,8.2,18.8,17.6,23.2,0.0,0.5,14.0,18.0,0.105,0.03,2.0,9.0,0.14,0.03,0.1,0.3,2.0,2.0,4.9,3.6,21.0,25.0,1.8,1.0,2.4,2.3,1.69,2.9,0.03595290678556
21.2,5.8,1.0,14.0,8.0,34.0,0.0,0.51,14.0,28.0,0.07,0.06,2.0,22.0,0.14,0.04,0.1,0.19,0.5,2.0,4.8,3.7,4.0,29.0,2.7,4.8,1.3,4.9,0.13,1.9,0.0655355584482012
28.4,13.0,5.8,24.8,22.4,42.4,0.0,0.51,14.0,17.0,0.175,0.09,2.0,14.0,0.175,0.06,0.1,0.28,2.3,1.7,4.9,3.0,30.0,22.0,2.5,4.1,1.5,4.3,0.49,2.5,0.0189167914106718
12.8,4.6,3.4,22.4,5.6,43.6,0.0,0.51,14.0,28.0,0.105,0.01,2.0,21.0,0.105,0.06,0.1,0.36,0.6,3.6,1.8,3.3,30.0,16.0,4.5,0.6,4.7,0.1,0.52,1.4,0.137679385304773
24.8,3.4,3.4,10.4,8.0,30.4,0.0,0.5,14.0,29.0,0.07,0.04,2.0,29.0,0.07,0.01,0.1,0.43,0.6,3.4,3.5,5.0,19.0,14.0,4.6,1.2,3.7,4.3,0.23,2.0,0.089562043874859
38.0,11.8,9.4,14.0,18.8,5.2,0.0,0.51,14.0,27.0,0.07,0.03,2.0,35.0,0.14,0.1,0.1,0.29,1.9,1.7,4.2,4.5,21.0,19.0,2.1,0.4,1.5,4.7,1.1,3.9,0.0182490905243993
35.6,13.0,7.0,12.8,10.4,23.2,0.0,0.51,14.0,17.0,0.14,0.01,2.0,27.0,0.175,0.1,0.1,0.25,1.3,1.0,3.6,5.0,23.0,2.0,4.1,4.4,4.8,0.6,0.52,3.5,0.0201317606816113
28.4,8.2,10.6,17.6,10.4,5.2,0.0,0.51,14.0,26.0,0.105,0.06,2.0,21.0,0.07,0.07,0.1,0.35,1.0,1.4,1.9,3.0,1.0,8.0,4.9,3.1,2.8,1.8,0.86,1.6,0.0355374989161953
12.8,8.2,3.4,12.8,20.0,17.2,0.0,0.5,14.0,34.0,0.105,0.07,2.0,20.0,0.14,0.02,0.1,0.44,1.1,4.1,4.0,4.0,19.0,21.0,1.4,1.0,1.1,0.3,0.45,2.3,0.0634134848671113
23.6,13.0,11.8,18.8,11.6,49.6,0.0,0.5,14.0,19.0,0.175,0.09,2.0,21.0,0.14,0.09,0.1,0.23,0.8,2.3,3.8,3.9,14.0,9.0,3.0,2.6,1.3,1.9,0.56,1.9,0.025719302358701
21.2,11.8,5.8,20.0,24.8,37.6,0.0,0.51,14.0,26.0,0.14,0.05,2.0,19.0,0.175,0.09,0.1,0.41,2.8,0.2,4.0,3.9,7.0,6.0,4.9,4.1,1.1,4.8,0.18,3.7,0.0322989463958885
40.4,8.2,8.2,24.8,9.2,43.6,0.0,0.51,14.0,25.0,0.14,0.02,2.0,11.0,0.035,0.03,0.1,0.1,0.5,0.8,2.6,2.6,29.0,21.0,0.2,4.7,1.1,3.9,0.34,1.4,0.0254659866158433
52.4,13.0,8.2,24.8,3.2,14.8,0.0,0.51,14.0,31.0,0.175,0.01,2.0,20.0,0.175,0.06,0.1,0.4,0.3,1.9,1.5,2.3,24.0,13.0,4.9,0.6,0.6,0.6,0.14,1.3,0.0142152666222711
46.4,9.4,8.2,12.8,15.2,25.6,0.0,0.51,14.0,13.0,0.07,0.05,2.0,7.0,0.175,0.04,0.1,0.49,1.0,1.5,4.3,3.2,20.0,27.0,4.9,4.6,0.3,3.7,0.96,2.2,0.017680527431554
36.8,8.2,7.0,11.6,3.2,19.6,0.0,0.51,14.0,34.0,0.07,0.02,2.0,30.0,0.14,0.02,0.1,0.39,0.4,1.3,1.4,2.0,0.0,3.0,3.0,0.2,3.9,2.1,0.27,1.2,0.0303086113963246
21.2,5.8,13.0,2.0,6.8,10.0,0.0,0.51,14.0,26.0,0.14,0.03,2.0,23.0,0.14,0.07,0.1,0.27,0.6,3.4,2.3,2.9,22.0,17.0,3.8,3.7,3.9,2.7,0.39,1.5,0.0638996697067782
41.6,13.0,2.2,20.0,10.4,24.4,0.0,0.51,14.0,26.0,0.14,0.02,2.0,14.0,0.07,0.07,0.1,0.25,0.9,1.4,2.8,4.7,24.0,8.0,4.8,4.8,2.5,2.3,0.88,2.2,0.0164240013708433
47.6,13.0,9.4,12.8,18.8,43.6,0.0,0.51,14.0,30.0,0.07,0.05,2.0,12.0,0.175,0.07,0.1,0.25,2.0,2.4,4.8,4.8,12.0,19.0,2.8,3.1,2.5,4.0,1.24,1.1,0.0135634620224375
22.4,10.6,13.0,24.8,20.0,31.6,0.0,0.51,14.0,21.0,0.14,0.06,2.0,17.0,0.105,0.01,0.1,0.11,2.3,1.2,3.8,4.0,9.0,16.0,3.1,0.9,2.5,1.1,0.4,3.0,0.031737791386935
23.6,10.6,7.0,8.0,15.2,50.8,0.0,0.5,14.0,27.0,0.175,0.04,2.0,19.0,0.035,0.02,0.1,0.2,1.1,1.4,4.3,4.4,16.0,1.0,4.7,5.0,4.2,4.4,0.54,4.2,0.0308920187094621
38.0,7.0,4.6,15.2,8.0,47.2,0.0,0.51,14.0,30.0,0.105,0.07,2.0,13.0,0.105,0.07,0.1,0.19,0.7,0.8,3.4,2.3,6.0,10.0,1.6,3.9,4.6,1.0,0.62,1.5,0.031089939722224
18.8,2.2,5.8,22.4,12.8,32.8,0.0,0.51,14.0,22.0,0.14,0.06,2.0,18.0,0.175,0.1,0.1,0.22,1.3,1.1,3.8,3.9,7.0,22.0,3.2,3.6,2.8,2.8,0.67,3.2,0.153550803171545
22.4,8.2,2.2,22.4,15.2,44.8,0.0,0.5,14.0,30.0,0.07,0.07,2.0,24.0,0.175,0.02,0.1,0.33,2.0,0.8,3.2,3.0,5.0,22.0,2.4,1.4,1.2,3.9,0.66,1.6,0.0459242028641838
26.0,2.2,4.6,14.0,26.0,8.8,0.0,0.5,14.0,34.0,0.105,0.06,2.0,26.0,0.105,0.06,0.1,0.41,2.8,3.0,4.3,4.8,12.0,7.0,3.6,3.3,4.2,0.1,1.9,3.6,0.121568636811876
51.2,4.6,7.0,3.2,6.8,32.8,0.0,0.51,14.0,31.0,0.105,0.03,2.0,13.0,0.14,0.09,0.1,0.16,0.7,1.5,3.5,2.7,27.0,9.0,3.9,2.5,3.8,3.8,0.26,1.1,0.0349341301714757
34.4,7.0,10.6,12.8,6.8,49.6,0.0,0.5,14.0,24.0,0.14,0.01,2.0,9.0,0.035,0.03,0.1,0.05,0.9,0.4,2.7,2.7,30.0,26.0,0.2,4.8,1.7,0.1,0.11,1.4,0.0365889316135186
52.4,11.8,10.6,10.4,23.6,14.8,0.0,0.5,14.0,32.0,0.14,0.04,2.0,27.0,0.035,0.01,0.1,0.44,2.8,3.3,5.0,4.4,25.0,29.0,0.7,3.3,2.1,3.7,2.73,2.3,0.0145631662419656
16.4,7.0,9.4,10.4,5.6,22.0,0.0,0.5,14.0,33.0,0.14,0.01,2.0,14.0,0.07,0.03,0.1,0.37,0.6,2.4,2.4,4.7,7.0,17.0,4.8,1.1,4.4,2.7,0.49,1.9,0.0651318720796602
21.2,10.6,11.8,6.8,22.4,17.2,0.0,0.5,14.0,32.0,0.14,0.04,2.0,23.0,0.105,0.08,0.1,0.46,1.5,2.4,4.6,3.2,19.0,28.0,0.3,4.5,1.2,3.7,1.06,2.3,0.0362032837333031
21.2,5.8,11.8,9.2,16.4,41.2,0.0,0.5,14.0,21.0,0.07,0.05,2.0,32.0,0.07,0.02,0.1,0.5,1.7,2.3,4.0,2.4,0.0,2.0,2.1,1.6,2.1,1.7,0.46,1.3,0.0636858040993404
22.4,3.4,2.2,9.2,8.0,41.2,0.0,0.5,14.0,35.0,0.175,0.07,2.0,35.0,0.14,0.09,0.1,0.28,0.6,0.6,2.9,4.4,9.0,20.0,0.6,1.8,2.1,1.8,0.31,1.5,0.0878426967474302
39.2,3.4,8.2,23.6,10.4,48.4,0.0,0.5,14.0,30.0,0.14,0.02,2.0,18.0,0.105,0.01,0.1,0.3,1.1,3.9,3.5,4.6,10.0,29.0,3.5,1.0,3.3,4.0,0.1,3.1,0.0566657442255728
42.8,4.6,11.8,23.6,22.4,36.4,0.0,0.51,14.0,14.0,0.105,0.05,2.0,32.0,0.035,0.01,0.1,0.09,2.3,1.3,5.0,3.5,26.0,20.0,0.2,5.0,2.4,1.6,0.7,2.7,0.038093185709065
32.0,5.8,7.0,26.0,9.2,6.4,0.0,0.51,14.0,34.0,0.105,0.01,2.0,20.0,0.175,0.01,0.1,0.42,1.1,0.3,2.9,5.0,2.0,11.0,0.6,3.0,2.2,3.5,0.23,2.1,0.0472394111662172
24.8,10.6,13.0,26.0,16.4,14.8,0.0,0.51,14.0,33.0,0.175,0.04,2.0,23.0,0.14,0.1,0.1,0.42,1.9,1.0,3.9,2.3,28.0,18.0,4.5,0.6,2.5,4.5,0.18,2.1,0.0288103481509849
36.8,2.2,3.4,5.6,5.6,44.8,0.0,0.51,14.0,33.0,0.105,0.1,2.0,24.0,0.035,0.03,0.1,0.21,0.7,1.9,2.3,4.3,28.0,15.0,2.9,4.6,1.8,3.8,0.13,1.7,0.0919144590515749
27.2,4.6,9.4,17.6,3.2,6.4,0.0,0.5,14.0,28.0,0.07,0.04,2.0,35.0,0.07,0.05,0.1,0.49,0.4,1.5,2.1,1.8,25.0,8.0,1.5,2.6,3.1,1.9,0.18,1.0,0.0661961345143604
32.0,5.8,5.8,26.0,21.2,48.4,0.0,0.51,14.0,24.0,0.14,0.1,2.0,19.0,0.14,0.06,0.1,0.34,1.4,1.0,5.0,3.6,12.0,24.0,3.0,2.5,4.1,1.4,0.15,2.7,0.03533249181933
10.4,7.0,13.0,18.8,9.2,35.2,0.0,0.5,14.0,9.0,0.105,0.08,2.0,19.0,0.175,0.01,0.1,0.44,0.6,0.4,2.8,2.2,4.0,23.0,2.2,2.2,2.3,0.7,0.16,1.4,0.0979309330130043
36.8,7.0,9.4,4.4,15.2,30.4,0.0,0.5,14.0,25.0,0.105,0.03,2.0,11.0,0.14,0.07,0.1,0.5,1.0,3.2,3.9,4.4,3.0,4.0,4.1,1.5,1.6,4.6,0.91,3.7,0.0313210215866921
12.8,5.8,1.0,8.0,14.0,26.8,0.0,0.5,14.0,21.0,0.14,0.1,2.0,8.0,0.035,0.03,0.1,0.05,1.2,0.8,3.3,3.1,12.0,27.0,1.6,3.2,3.5,4.0,0.24,2.9,0.0963504180302641
17.6,13.0,11.8,14.0,3.2,36.4,0.0,0.5,14.0,29.0,0.14,0.09,2.0,29.0,0.105,0.05,0.1,0.24,0.3,0.5,1.5,1.6,28.0,21.0,4.6,4.3,1.3,3.4,0.18,1.3,0.0383244722742637
16.4,5.8,1.0,9.2,11.6,18.4,0.0,0.5,14.0,23.0,0.14,0.01,2.0,34.0,0.14,0.02,0.1,0.25,0.9,3.1,2.4,3.6,26.0,9.0,4.3,3.9,4.7,4.8,0.56,1.1,0.0762697671624846
51.2,11.8,4.6,9.2,5.6,25.6,0.0,0.5,14.0,24.0,0.07,0.04,2.0,24.0,0.07,0.05,0.1,0.44,0.5,1.5,2.3,3.0,24.0,9.0,2.7,4.5,4.7,3.8,0.45,1.1,0.0134770817534178
12.8,13.0,10.6,16.4,10.4,46.0,0.0,0.51,14.0,13.0,0.175,0.1,2.0,18.0,0.175,0.09,0.1,0.34,0.9,1.7,4.3,3.9,17.0,6.0,3.0,2.2,2.9,1.9,0.44,2.8,0.0433853152068827
52.4,9.4,8.2,15.2,20.0,47.2,0.0,0.5,14.0,30.0,0.14,0.09,2.0,31.0,0.105,0.09,0.1,0.16,1.6,2.9,4.9,2.5,6.0,14.0,1.5,1.3,3.6,4.4,0.29,2.4,0.0153520254130065
52.4,11.8,2.2,11.6,6.8,44.8,0.0,0.5,14.0,34.0,0.105,0.03,2.0,32.0,0.175,0.01,0.1,0.33,0.5,2.3,3.1,4.4,24.0,9.0,3.2,2.1,4.8,2.5,0.33,1.8,0.0135337886658802
20.0,9.4,10.6,9.2,26.0,49.6,0.0,0.5,14.0,32.0,0.175,0.06,2.0,23.0,0.175,0.03,0.1,0.24,1.1,1.9,5.0,4.2,13.0,18.0,3.1,4.3,0.5,1.9,0.24,3.3,0.0362016351116779
40.4,10.6,9.4,10.4,26.0,14.8,0.0,0.5,14.0,22.0,0.105,0.08,2.0,31.0,0.07,0.06,0.1,0.27,1.5,0.8,4.8,4.1,26.0,14.0,3.7,3.8,4.4,2.0,0.78,3.9,0.0187417875123477
44.0,4.6,13.0,16.4,9.2,20.8,0.0,0.51,14.0,31.0,0.175,0.07,2.0,29.0,0.035,0.02,0.1,0.46,0.8,1.6,3.8,3.9,17.0,24.0,0.7,4.1,4.9,4.8,0.65,2.7,0.0372132453701628
11.6,11.8,7.0,6.8,15.2,6.4,0.0,0.51,14.0,22.0,0.07,0.04,2.0,18.0,0.105,0.05,0.1,0.3,1.1,1.9,4.4,3.8,24.0,16.0,0.2,2.4,4.6,4.3,0.41,2.7,0.0511956913396328
17.6,4.6,13.0,26.0,23.6,29.2,0.0,0.51,14.0,21.0,0.105,0.04,2.0,27.0,0.14,0.03,0.1,0.4,2.4,1.3,5.0,3.6,1.0,30.0,2.9,0.2,1.8,4.6,0.9,3.3,0.0859322161446577
23.6,4.6,10.6,8.0,15.2,48.4,0.0,0.51,14.0,30.0,0.105,0.1,2.0,33.0,0.175,0.01,0.1,0.44,1.3,1.3,2.9,2.6,21.0,23.0,4.5,5.0,2.8,0.5,0.45,1.8,0.0554072425899373
24.8,8.2,7.0,8.0,10.4,43.6,0.0,0.5,14.0,30.0,0.105,0.05,2.0,13.0,0.14,0.04,0.1,0.49,1.0,0.3,4.2,4.9,27.0,4.0,1.3,1.2,4.5,3.0,0.17,2.3,0.0371474505300937
