w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_left_T
33.2,8.2,9.4,10.4,5.6,43.6,0.0,0.5,14.0,28.0,0.105,0.06,2.0,19.0,0.07,0.03,0.1,0.42,0.5,2.9,3.2,2.1,17.0,12.0,1.3,4.8,4.4,4.5,0.28,1.0,0.029475817480342
21.2,7.0,10.6,20.0,22.4,8.8,0.0,0.5,14.0,35.0,0.07,0.04,2.0,11.0,0.035,0.02,0.1,0.4,2.4,3.3,4.9,4.4,5.0,15.0,4.0,2.4,0.1,1.2,0.23,2.9,0.0531465361308719
39.2,9.4,2.2,10.4,4.4,35.2,0.0,0.5,14.0,24.0,0.105,0.04,2.0,35.0,0.175,0.08,0.1,0.27,0.4,0.3,1.8,2.1,17.0,30.0,0.9,4.0,4.8,4.2,0.11,1.6,0.0232611345408883
24.8,7.0,13.0,15.2,15.2,52.0,0.0,0.51,14.0,24.0,0.14,0.01,2.0,12.0,0.175,0.08,0.1,0.41,1.8,2.6,4.1,4.8,10.0,6.0,3.0,2.0,1.1,4.2,1.05,1.2,0.0479346657776021
42.8,9.4,9.4,20.0,11.6,8.8,0.0,0.51,14.0,26.0,0.14,0.08,2.0,15.0,0.14,0.06,0.1,0.3,1.4,1.1,2.4,4.0,28.0,20.0,0.6,0.2,3.4,1.0,0.93,1.2,0.0219427261016969
41.6,10.6,4.6,21.2,12.8,41.2,0.0,0.5,14.0,25.0,0.175,0.01,2.0,5.0,0.14,0.02,0.1,0.09,1.1,1.9,2.9,2.7,19.0,24.0,0.1,2.1,3.9,2.0,0.77,1.0,0.0197364239529543
27.2,4.6,9.4,17.6,10.4,17.2,0.0,0.51,14.0,15.0,0.14,0.01,2.0,13.0,0.105,0.08,0.1,0.22,1.0,1.9,4.5,4.4,12.0,8.0,4.2,0.9,1.4,3.9,0.59,4.0,0.0643003163329991
33.2,8.2,2.2,8.0,12.8,19.6,0.0,0.51,14.0,35.0,0.105,0.1,2.0,15.0,0.175,0.01,0.1,0.27,0.9,2.7,5.0,4.4,7.0,14.0,2.2,2.3,0.8,2.0,0.48,2.0,0.0291868278954267
52.4,2.2,10.6,15.2,5.6,47.2,0.0,0.5,14.0,12.0,0.105,0.02,2.0,9.0,0.14,0.04,0.1,0.38,0.5,1.3,2.8,2.1,12.0,30.0,3.6,0.3,2.5,2.8,0.47,1.2,0.0627460909896166
18.8,10.6,4.6,22.4,11.6,5.2,0.0,0.5,14.0,21.0,0.07,0.04,2.0,13.0,0.105,0.01,0.1,0.22,1.3,1.9,3.9,2.8,29.0,20.0,1.7,1.4,2.4,3.4,0.93,1.6,0.0428235244685195
50.0,5.8,2.2,21.2,23.6,20.8,0.0,0.5,14.0,30.0,0.14,0.02,2.0,26.0,0.105,0.08,0.1,0.16,3.1,0.5,4.1,4.7,7.0,17.0,4.7,3.5,4.9,0.2,0.38,3.9,0.028284243204092
32.0,2.2,7.0,21.2,17.6,19.6,0.0,0.5,14.0,31.0,0.175,0.04,2.0,25.0,0.175,0.1,0.1,0.4,1.2,4.0,4.4,2.8,29.0,13.0,4.7,3.0,2.5,4.9,0.89,2.6,0.0930343639967439
46.4,9.4,1.0,5.6,10.4,53.2,0.0,0.5,14.0,18.0,0.105,0.02,2.0,8.0,0.14,0.09,0.1,0.42,0.9,1.6,2.5,2.0,3.0,23.0,0.7,4.6,4.7,4.6,0.75,1.4,0.0195234185199483
29.6,8.2,11.8,20.0,15.2,18.4,0.0,0.5,14.0,27.0,0.07,0.05,2.0,20.0,0.105,0.03,0.1,0.12,1.5,3.3,3.4,4.9,2.0,20.0,2.3,2.6,2.2,2.5,0.7,2.2,0.0359707054984124
40.4,5.8,5.8,9.2,18.8,44.8,0.0,0.51,14.0,30.0,0.105,0.07,2.0,17.0,0.035,0.03,0.1,0.42,2.3,3.6,4.9,3.0,6.0,13.0,2.7,2.7,2.5,1.8,1.98,1.2,0.0375478743743053
9.2,7.0,2.2,21.2,6.8,37.6,0.0,0.5,14.0,33.0,0.14,0.01,2.0,24.0,0.07,0.05,0.1,0.29,0.5,2.8,2.1,2.7,12.0,3.0,4.0,0.5,1.6,2.1,0.1,1.5,0.118461898257506
30.8,8.2,9.4,5.6,18.8,10.0,0.0,0.5,14.0,4.0,0.14,0.02,2.0,12.0,0.175,0.02,0.1,0.3,1.2,0.3,4.3,4.5,15.0,26.0,3.6,0.9,4.0,1.5,0.19,4.0,0.0333191581507143
30.8,13.0,8.2,11.6,24.8,31.6,0.0,0.5,14.0,19.0,0.035,0.03,2.0,22.0,0.07,0.07,0.1,0.2,1.4,0.7,3.8,3.9,12.0,18.0,4.6,2.7,4.7,1.3,0.53,3.7,0.019741492680058
38.0,8.2,10.6,14.0,17.6,26.8,0.0,0.5,14.0,27.0,0.07,0.02,2.0,9.0,0.175,0.09,0.1,0.3,1.0,0.8,4.9,4.8,25.0,6.0,4.7,3.4,2.3,4.2,0.58,1.1,0.0267115866812314
41.6,7.0,7.0,21.2,11.6,4.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,8.0,0.07,0.06,0.1,0.12,1.2,2.9,3.6,4.8,15.0,18.0,4.2,3.5,3.2,0.8,0.55,1.8,0.0275236400767804
50.0,3.4,9.4,9.2,26.0,43.6,0.0,0.5,14.0,25.0,0.14,0.04,2.0,15.0,0.07,0.07,0.1,0.5,1.0,2.5,4.6,4.3,24.0,2.0,4.9,0.2,5.0,0.4,0.85,3.4,0.0428786341752941
27.2,13.0,5.8,15.2,9.2,38.8,0.0,0.51,14.0,23.0,0.175,0.09,2.0,31.0,0.07,0.06,0.1,0.28,1.2,1.7,3.2,3.2,1.0,22.0,0.4,2.7,3.7,4.5,0.16,2.6,0.0233207775077598
17.6,11.8,5.8,14.0,10.4,50.8,0.0,0.5,14.0,25.0,0.105,0.02,2.0,8.0,0.14,0.05,0.1,0.29,0.9,1.0,4.9,4.9,2.0,17.0,5.0,2.3,4.0,4.2,0.56,2.7,0.0366659999404605
38.0,2.2,2.2,15.2,14.0,44.8,0.0,0.5,14.0,32.0,0.07,0.06,2.0,24.0,0.14,0.07,0.1,0.31,1.5,3.5,2.4,3.9,15.0,19.0,4.3,1.3,1.4,3.0,1.06,2.0,0.0848002402826684
18.8,3.4,3.4,3.2,16.4,31.6,0.0,0.51,14.0,24.0,0.14,0.04,2.0,18.0,0.105,0.05,0.1,0.31,1.8,3.0,4.1,2.6,5.0,30.0,0.5,1.2,4.0,1.0,1.47,2.1,0.12204205932683
34.4,13.0,3.4,8.0,18.8,52.0,0.0,0.5,14.0,21.0,0.175,0.08,2.0,27.0,0.175,0.03,0.1,0.4,2.1,1.3,3.3,4.2,16.0,28.0,4.8,3.1,0.3,4.3,0.45,2.4,0.0171890889190654
46.4,3.4,4.6,23.6,6.8,6.4,0.0,0.5,14.0,33.0,0.175,0.07,2.0,31.0,0.175,0.07,0.1,0.38,0.8,2.8,3.3,2.9,7.0,3.0,2.6,3.1,1.2,2.3,0.13,1.7,0.0491320559174311
32.0,5.8,7.0,16.4,9.2,47.2,0.0,0.51,14.0,32.0,0.07,0.05,2.0,11.0,0.07,0.03,0.1,0.24,0.8,2.3,4.5,4.0,1.0,18.0,3.7,0.3,0.7,3.7,0.55,1.8,0.04122904824649
11.6,13.0,10.6,18.8,10.4,47.2,0.0,0.5,14.0,28.0,0.14,0.06,2.0,34.0,0.105,0.02,0.1,0.23,1.4,3.6,3.5,3.7,3.0,28.0,2.3,0.4,0.8,0.9,0.26,3.4,0.0542946568249635
52.4,4.6,3.4,5.6,12.8,12.4,0.0,0.51,14.0,30.0,0.035,0.01,2.0,11.0,0.14,0.06,0.1,0.18,1.5,2.5,3.9,5.0,24.0,1.0,2.4,2.6,2.1,3.1,0.28,2.9,0.0366144762438697
17.6,8.2,3.4,20.0,22.4,11.2,0.0,0.5,14.0,34.0,0.175,0.04,2.0,15.0,0.07,0.07,0.1,0.38,1.2,2.7,4.2,4.7,17.0,6.0,3.5,4.2,0.2,0.8,0.13,3.9,0.0507452596193098
45.2,1.0,3.4,12.8,5.6,18.4,0.0,0.5,14.0,8.0,0.175,0.08,2.0,17.0,0.035,0.02,0.1,0.06,0.7,0.4,3.1,3.3,13.0,14.0,3.9,1.0,2.1,0.7,0.36,2.1,0.142041779431649
47.6,11.8,3.4,8.0,3.2,28.0,0.0,0.5,14.0,26.0,0.175,0.03,2.0,34.0,0.14,0.05,0.1,0.23,0.4,0.6,1.2,2.7,3.0,7.0,4.2,1.5,1.7,2.2,0.24,1.0,0.0161994631915288
46.4,9.4,1.0,5.6,4.4,36.4,0.0,0.5,14.0,20.0,0.175,0.01,2.0,12.0,0.175,0.02,0.1,0.41,0.5,1.9,1.4,2.2,16.0,7.0,4.3,2.7,3.2,1.7,0.46,1.0,0.0209356163437094
17.6,5.8,8.2,26.0,5.6,34.0,0.0,0.51,14.0,25.0,0.175,0.07,2.0,29.0,0.175,0.09,0.1,0.47,0.5,2.4,2.3,3.4,29.0,22.0,2.0,1.6,4.5,2.0,0.22,2.2,0.0701996282535973
48.8,4.6,5.8,24.8,14.0,42.4,0.0,0.51,14.0,33.0,0.035,0.01,2.0,6.0,0.175,0.02,0.1,0.35,0.9,1.9,4.2,3.4,1.0,9.0,0.8,2.4,5.0,2.2,0.12,1.4,0.0348468202785189
34.4,9.4,8.2,18.8,3.2,29.2,0.0,0.5,14.0,32.0,0.175,0.02,2.0,28.0,0.105,0.02,0.1,0.19,0.3,2.0,1.1,1.7,25.0,24.0,3.5,3.8,4.9,3.9,0.27,1.0,0.0264471634999495
33.2,5.8,4.6,5.6,22.4,50.8,0.0,0.5,14.0,35.0,0.07,0.03,2.0,25.0,0.07,0.06,0.1,0.44,2.9,2.3,4.5,4.0,26.0,26.0,3.4,2.1,1.1,4.6,0.71,2.8,0.0412042456209115
36.8,13.0,3.4,26.0,4.4,8.8,0.0,0.51,14.0,35.0,0.175,0.01,2.0,31.0,0.07,0.06,0.1,0.15,0.5,2.9,2.7,4.3,8.0,23.0,2.2,5.0,1.9,0.1,0.11,1.4,0.019981077691148
20.0,8.2,5.8,3.2,8.0,35.2,0.0,0.5,14.0,32.0,0.07,0.04,2.0,5.0,0.175,0.05,0.1,0.41,0.9,2.4,4.7,3.1,15.0,8.0,0.7,2.8,0.4,3.1,0.73,1.5,0.0516271285228495
11.6,4.6,3.4,26.0,14.0,17.2,0.0,0.51,14.0,6.0,0.175,0.08,2.0,28.0,0.035,0.01,0.1,0.39,1.1,0.5,5.0,4.6,6.0,26.0,0.3,2.2,3.7,3.0,0.42,2.3,0.134099137786384
38.0,3.4,3.4,23.6,5.6,7.6,0.0,0.51,14.0,33.0,0.035,0.01,2.0,24.0,0.035,0.01,0.1,0.33,0.6,1.7,2.4,1.5,20.0,6.0,0.8,2.3,1.8,2.9,0.2,1.3,0.0642788025303498
14.0,4.6,4.6,17.6,23.6,16.0,0.0,0.5,14.0,16.0,0.07,0.03,2.0,31.0,0.07,0.07,0.1,0.47,1.3,1.1,4.8,3.8,1.0,8.0,3.6,3.3,1.4,2.0,0.62,2.9,0.111425375440019
28.4,11.8,7.0,5.6,22.4,25.6,0.0,0.51,14.0,23.0,0.175,0.08,2.0,34.0,0.07,0.03,0.1,0.29,0.9,1.7,4.7,3.4,0.0,19.0,4.6,3.7,0.7,3.6,0.53,2.3,0.0232681535028385
29.6,2.2,2.2,20.0,5.6,8.8,0.0,0.5,14.0,28.0,0.07,0.04,2.0,24.0,0.07,0.02,0.1,0.19,0.4,2.3,4.3,1.2,4.0,23.0,1.7,1.7,2.2,1.6,0.3,1.1,0.123129141796372
45.2,4.6,8.2,24.8,26.0,49.6,0.0,0.51,14.0,34.0,0.14,0.08,2.0,32.0,0.14,0.06,0.1,0.34,1.6,2.3,4.6,4.0,12.0,19.0,3.4,1.7,3.9,4.5,0.74,3.5,0.0362799665288044
28.4,5.8,7.0,4.4,11.6,29.2,0.0,0.51,14.0,18.0,0.035,0.02,2.0,26.0,0.105,0.04,0.1,0.5,0.5,1.8,4.0,3.3,2.0,28.0,0.9,3.0,4.7,4.7,0.28,2.5,0.0494443701384257
12.8,10.6,11.8,16.4,22.4,24.4,0.0,0.51,14.0,32.0,0.07,0.05,2.0,19.0,0.175,0.05,0.1,0.21,2.4,2.8,4.5,3.3,21.0,19.0,1.6,3.3,1.7,1.7,1.39,2.8,0.0614977887367075
46.4,8.2,8.2,5.6,24.8,29.2,0.0,0.51,14.0,34.0,0.14,0.05,2.0,29.0,0.175,0.01,0.1,0.4,1.8,2.9,4.6,4.8,21.0,19.0,2.1,0.3,0.4,4.4,1.14,3.4,0.0210853856333964
36.8,11.8,3.4,4.4,15.2,8.8,0.0,0.51,14.0,31.0,0.175,0.09,2.0,8.0,0.175,0.1,0.1,0.42,0.7,3.2,5.0,2.6,14.0,29.0,3.0,4.7,1.9,0.5,0.16,1.9,0.0205308252337247
34.4,8.2,8.2,26.0,15.2,37.6,0.0,0.51,14.0,35.0,0.14,0.01,2.0,8.0,0.07,0.03,0.1,0.1,1.5,2.4,4.9,4.0,14.0,28.0,2.1,3.2,2.9,1.6,0.98,3.4,0.0299627962585874
21.2,2.2,2.2,6.8,4.4,26.8,0.0,0.51,14.0,14.0,0.14,0.07,2.0,16.0,0.035,0.03,0.1,0.11,0.5,0.5,2.4,1.9,3.0,24.0,0.3,3.6,2.2,0.1,0.11,1.3,0.162548444293794
39.2,8.2,13.0,12.8,10.4,32.8,0.0,0.5,14.0,31.0,0.105,0.04,2.0,33.0,0.07,0.04,0.1,0.44,1.4,0.9,4.1,4.0,30.0,6.0,3.6,3.6,1.4,1.0,0.19,2.5,0.0270980262734564
46.4,11.8,3.4,6.8,5.6,32.8,0.0,0.51,14.0,34.0,0.07,0.01,2.0,8.0,0.14,0.05,0.1,0.2,0.7,4.5,2.3,1.9,17.0,9.0,2.6,5.0,1.1,2.2,0.48,1.8,0.0164598512813072
21.2,2.2,9.4,9.2,15.2,31.6,0.0,0.51,14.0,34.0,0.14,0.1,2.0,10.0,0.105,0.1,0.1,0.27,2.0,4.0,4.9,3.9,28.0,15.0,0.2,0.5,1.3,1.2,0.13,3.7,0.145452843616451
44.0,8.2,4.6,15.2,8.0,53.2,0.0,0.5,14.0,26.0,0.175,0.05,2.0,31.0,0.14,0.01,0.1,0.34,1.0,2.7,3.2,3.5,21.0,22.0,1.9,2.6,0.8,3.7,0.56,2.1,0.024069886121572
28.4,13.0,3.4,8.0,3.2,25.6,0.0,0.5,14.0,14.0,0.07,0.01,2.0,15.0,0.07,0.02,0.1,0.33,0.2,1.7,1.6,2.5,25.0,4.0,4.8,4.5,3.5,4.6,0.1,1.5,0.0254257987815025
51.2,9.4,8.2,15.2,16.4,18.4,0.0,0.5,14.0,27.0,0.14,0.02,2.0,34.0,0.175,0.04,0.1,0.31,1.7,3.6,4.1,4.9,25.0,23.0,3.7,1.5,0.8,0.8,0.1,1.7,0.0173006702005168
33.2,3.4,4.6,12.8,18.8,4.0,0.0,0.51,14.0,31.0,0.14,0.1,2.0,14.0,0.07,0.07,0.1,0.1,2.5,3.8,3.8,5.0,0.0,15.0,3.6,0.1,2.4,2.4,0.41,2.0,0.0734596979735016
26.0,4.6,9.4,18.8,12.8,25.6,0.0,0.51,14.0,24.0,0.07,0.03,2.0,33.0,0.175,0.05,0.1,0.43,0.9,2.8,2.7,3.6,0.0,1.0,2.7,0.1,3.9,0.3,0.17,1.4,0.0607949329722688
14.0,8.2,11.8,14.0,23.6,30.4,0.0,0.5,14.0,15.0,0.07,0.07,2.0,23.0,0.105,0.09,0.1,0.26,2.4,2.0,4.6,4.6,7.0,19.0,1.7,1.6,2.8,0.6,0.18,3.6,0.0617965188462396
11.6,4.6,9.4,16.4,15.2,5.2,0.0,0.5,14.0,29.0,0.175,0.09,2.0,23.0,0.175,0.05,0.1,0.44,1.5,3.4,2.8,2.4,14.0,24.0,0.6,1.4,2.6,4.0,1.12,2.2,0.144901146282156
46.4,1.0,2.2,9.2,8.0,28.0,0.0,0.5,14.0,16.0,0.175,0.05,2.0,11.0,0.035,0.02,0.1,0.48,0.4,1.7,4.9,2.0,8.0,0.0,0.1,4.2,0.9,2.1,0.35,1.3,0.119667158038881
22.4,13.0,10.6,22.4,22.4,24.4,0.0,0.5,14.0,22.0,0.105,0.01,2.0,19.0,0.14,0.06,0.1,0.4,2.2,1.3,3.9,4.5,22.0,30.0,4.5,0.2,4.9,3.0,0.23,3.6,0.0292014678998763
27.2,4.6,11.8,12.8,17.6,11.2,0.0,0.51,14.0,30.0,0.07,0.07,2.0,32.0,0.14,0.1,0.1,0.41,1.8,3.3,5.0,1.7,20.0,2.0,3.6,3.9,2.7,2.5,0.15,1.6,0.0589690396800068
6.8,8.2,8.2,14.0,8.0,14.8,0.0,0.51,14.0,9.0,0.14,0.05,2.0,31.0,0.105,0.06,0.1,0.23,0.9,1.1,3.4,4.8,22.0,22.0,0.1,1.2,4.1,2.9,0.55,2.6,0.1254694454988
36.8,10.6,10.6,26.0,12.8,7.6,0.0,0.51,14.0,27.0,0.175,0.09,2.0,27.0,0.07,0.01,0.1,0.42,1.3,3.2,2.6,3.3,18.0,23.0,3.7,0.9,2.2,1.6,1.26,1.9,0.0231609046676549
33.2,13.0,13.0,26.0,3.2,50.8,0.0,0.51,14.0,35.0,0.175,0.04,2.0,29.0,0.175,0.02,0.1,0.18,0.4,3.4,1.5,4.1,10.0,19.0,1.0,2.8,3.9,0.6,0.28,1.2,0.0197926955642125
40.4,7.0,3.4,18.8,20.0,53.2,0.0,0.5,14.0,28.0,0.175,0.1,2.0,19.0,0.175,0.02,0.1,0.21,1.6,1.9,4.5,4.8,3.0,28.0,3.6,4.0,1.8,0.6,1.34,2.8,0.0259478402488266
40.4,2.2,4.6,9.2,18.8,46.0,0.0,0.5,14.0,19.0,0.07,0.04,2.0,34.0,0.07,0.01,0.1,0.49,1.5,1.6,4.8,4.8,10.0,5.0,3.9,3.2,1.3,1.1,0.27,4.6,0.0685461156498817
42.8,5.8,2.2,11.6,22.4,19.6,0.0,0.5,14.0,35.0,0.175,0.1,2.0,20.0,0.105,0.04,0.1,0.46,2.5,3.0,4.6,4.8,19.0,15.0,2.4,1.7,4.6,1.9,0.38,4.2,0.0273122494156231
8.0,13.0,5.8,24.8,10.4,20.8,0.0,0.51,14.0,31.0,0.14,0.03,2.0,27.0,0.14,0.04,0.1,0.38,1.4,1.7,3.2,2.8,28.0,25.0,1.5,0.8,2.6,4.9,0.18,1.2,0.0804317410733776
28.4,5.8,8.2,3.2,11.6,30.4,0.0,0.51,14.0,19.0,0.105,0.08,2.0,8.0,0.105,0.04,0.1,0.19,1.1,1.3,3.5,4.3,30.0,29.0,4.0,3.1,1.3,3.9,0.45,2.7,0.0476027976624093
32.0,2.2,11.8,16.4,18.8,43.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,32.0,0.14,0.04,0.1,0.41,2.1,2.9,4.7,2.3,1.0,24.0,1.6,2.8,2.7,2.7,1.22,1.4,0.0975148124317598
52.4,10.6,5.8,5.6,8.0,7.6,0.0,0.51,14.0,31.0,0.175,0.05,2.0,8.0,0.14,0.01,0.1,0.21,1.0,3.3,3.9,3.6,16.0,15.0,0.4,0.3,4.6,2.5,0.33,2.8,0.0164965155871033
40.4,3.4,7.0,9.2,23.6,32.8,0.0,0.5,14.0,33.0,0.175,0.08,2.0,16.0,0.14,0.01,0.1,0.39,3.0,0.8,5.0,5.0,10.0,16.0,1.1,1.5,2.2,0.4,0.5,3.4,0.0565546246764662
30.8,3.4,3.4,10.4,3.2,14.8,0.0,0.51,14.0,30.0,0.105,0.06,2.0,17.0,0.07,0.02,0.1,0.14,0.4,0.8,1.6,1.9,12.0,6.0,1.4,0.7,0.5,1.2,0.27,1.0,0.0804270215674169
20.0,2.2,11.8,23.6,10.4,31.6,0.0,0.5,14.0,24.0,0.14,0.01,2.0,21.0,0.07,0.02,0.1,0.44,0.6,2.3,3.3,3.7,24.0,8.0,0.1,2.4,1.4,0.9,0.46,2.8,0.147152378630266
50.0,9.4,3.4,16.4,4.4,28.0,0.0,0.5,14.0,14.0,0.14,0.01,2.0,21.0,0.14,0.06,0.1,0.23,0.5,1.9,1.3,2.6,7.0,3.0,1.0,2.0,2.8,1.8,0.28,1.2,0.0203438223814094
17.6,2.2,10.6,9.2,26.0,52.0,0.0,0.5,14.0,21.0,0.175,0.03,2.0,19.0,0.14,0.04,0.1,0.32,1.5,1.9,4.5,4.7,17.0,5.0,3.7,2.1,0.3,4.3,0.22,3.7,0.153164175952061
9.2,8.2,2.2,6.8,4.4,38.8,0.0,0.5,14.0,23.0,0.175,0.01,2.0,10.0,0.175,0.09,0.1,0.33,0.3,1.2,2.6,4.9,2.0,3.0,0.2,4.9,1.5,3.3,0.1,1.4,0.108059891992474
32.0,13.0,9.4,14.0,22.4,17.2,0.0,0.51,14.0,35.0,0.14,0.03,2.0,15.0,0.07,0.02,0.1,0.46,2.9,4.3,4.7,3.9,28.0,9.0,4.0,0.7,2.8,3.5,0.97,3.1,0.021781145513048
47.6,5.8,7.0,16.4,20.0,14.8,0.0,0.51,14.0,34.0,0.175,0.03,2.0,25.0,0.14,0.03,0.1,0.41,2.3,3.6,4.6,4.5,4.0,9.0,3.1,0.7,4.3,3.4,1.02,2.0,0.0293326918897314
52.4,13.0,4.6,15.2,11.6,12.4,0.0,0.5,14.0,34.0,0.14,0.05,2.0,5.0,0.14,0.02,0.1,0.41,1.1,4.5,4.1,3.3,19.0,9.0,3.3,5.0,4.1,0.2,0.22,1.0,0.0127758559044972
8.0,8.2,2.2,15.2,12.8,47.2,0.0,0.51,14.0,34.0,0.175,0.09,2.0,26.0,0.07,0.04,0.1,0.1,1.6,1.6,3.2,4.4,25.0,2.0,0.2,3.9,0.9,0.8,1.13,2.2,0.120086258161641
46.4,9.4,9.4,18.8,12.8,36.4,0.0,0.51,14.0,22.0,0.105,0.09,2.0,26.0,0.07,0.04,0.1,0.36,1.0,0.6,4.9,2.0,8.0,20.0,2.8,1.0,1.0,0.5,0.4,1.2,0.0198153265072069
15.2,9.4,5.8,15.2,5.6,40.0,0.0,0.51,14.0,31.0,0.14,0.09,2.0,9.0,0.07,0.07,0.1,0.27,0.5,3.8,2.8,3.9,9.0,23.0,3.4,0.7,3.3,2.1,0.3,1.2,0.0558053714915138
36.8,5.8,1.0,14.0,8.0,28.0,0.0,0.5,14.0,22.0,0.14,0.04,2.0,13.0,0.07,0.03,0.1,0.39,0.7,1.3,3.0,2.2,15.0,26.0,3.8,0.4,0.7,2.7,0.42,1.8,0.0376416734254365
52.4,11.8,11.8,21.2,16.4,43.6,0.0,0.51,14.0,26.0,0.07,0.04,2.0,19.0,0.07,0.05,0.1,0.35,1.6,2.3,4.0,3.7,18.0,17.0,0.7,2.6,3.0,3.7,1.52,3.2,0.0136522733748144
47.6,4.6,9.4,9.2,15.2,50.8,0.0,0.51,14.0,29.0,0.105,0.03,2.0,19.0,0.14,0.05,0.1,0.35,1.8,0.7,3.7,3.7,29.0,23.0,4.2,0.8,5.0,1.8,0.34,1.6,0.0338905155901548
34.4,5.8,5.8,23.6,4.4,41.2,0.0,0.5,14.0,27.0,0.14,0.03,2.0,20.0,0.175,0.08,0.1,0.29,0.4,0.7,1.4,2.0,3.0,4.0,3.6,1.9,0.7,4.4,0.35,1.1,0.0412543458449402
23.6,9.4,9.4,11.6,26.0,19.6,0.0,0.51,14.0,26.0,0.14,0.1,2.0,29.0,0.175,0.03,0.1,0.24,2.6,1.7,4.8,3.5,2.0,5.0,1.0,3.6,1.0,2.1,1.38,3.4,0.0279981845563697
33.2,1.0,8.2,22.4,9.2,53.2,0.0,0.51,14.0,32.0,0.105,0.07,2.0,34.0,0.14,0.07,0.1,0.46,0.9,2.7,4.7,3.8,8.0,25.0,3.1,5.0,4.4,0.3,0.83,2.9,0.162514697471683
12.8,5.8,13.0,10.4,4.4,41.2,0.0,0.51,14.0,25.0,0.175,0.09,2.0,24.0,0.105,0.03,0.1,0.28,0.4,3.4,1.6,4.1,25.0,29.0,2.2,0.9,0.8,2.7,0.12,1.1,0.101133703090223
22.4,13.0,9.4,26.0,15.2,42.4,0.0,0.5,14.0,22.0,0.175,0.03,2.0,10.0,0.105,0.05,0.1,0.37,1.8,0.9,3.4,4.8,25.0,25.0,4.8,3.6,4.7,0.7,0.46,1.5,0.0278849088297052
52.4,9.4,4.6,11.6,15.2,24.4,0.0,0.5,14.0,34.0,0.07,0.07,2.0,30.0,0.175,0.05,0.1,0.48,1.5,1.3,4.5,2.8,27.0,13.0,4.6,4.1,4.2,4.1,0.63,1.8,0.0168416854422921
24.8,10.6,5.8,21.2,8.0,26.8,0.0,0.51,14.0,23.0,0.175,0.1,2.0,17.0,0.175,0.04,0.1,0.36,0.9,2.4,4.9,4.7,3.0,14.0,4.2,4.0,1.2,3.7,0.67,2.1,0.0303593209124189
45.2,1.0,8.2,5.6,10.4,34.0,0.0,0.51,14.0,22.0,0.105,0.03,2.0,31.0,0.105,0.08,0.1,0.36,1.1,1.1,3.2,3.3,30.0,17.0,0.9,2.4,4.1,4.0,0.73,1.9,0.122092269305528
28.4,2.2,9.4,22.4,9.2,52.0,0.0,0.51,14.0,35.0,0.14,0.03,2.0,34.0,0.175,0.02,0.1,0.15,0.8,1.6,2.9,1.8,26.0,12.0,3.8,4.3,4.2,2.1,0.19,1.2,0.106752396043762
45.2,5.8,3.4,22.4,26.0,23.2,0.0,0.51,14.0,11.0,0.105,0.02,2.0,16.0,0.07,0.01,0.1,0.11,2.5,0.7,4.2,4.5,18.0,3.0,2.7,0.9,0.7,3.5,0.19,3.7,0.0309440270507334
32.0,2.2,2.2,26.0,23.6,44.8,0.0,0.51,14.0,33.0,0.175,0.1,2.0,10.0,0.105,0.07,0.1,0.29,3.1,0.8,5.0,3.6,5.0,26.0,0.7,3.1,2.2,3.9,0.61,2.1,0.0931150074630127
12.8,7.0,8.2,16.4,22.4,13.6,0.0,0.51,14.0,17.0,0.105,0.02,2.0,26.0,0.14,0.04,0.1,0.18,2.0,2.2,4.6,2.9,3.0,4.0,1.5,1.1,4.4,4.5,0.83,2.2,0.082015729206185
27.2,5.8,8.2,12.8,9.2,16.0,0.0,0.51,14.0,15.0,0.14,0.07,2.0,15.0,0.07,0.05,0.1,0.14,1.0,1.9,4.9,4.9,1.0,22.0,3.9,4.1,1.4,3.3,0.62,1.1,0.0510197629966442
23.6,10.6,4.6,6.8,20.0,53.2,0.0,0.51,14.0,26.0,0.175,0.03,2.0,14.0,0.07,0.03,0.1,0.26,1.4,0.9,4.5,3.7,8.0,10.0,4.6,4.6,3.8,3.4,0.72,2.3,0.0276606906324694
12.8,10.6,5.8,11.6,6.8,10.0,0.0,0.5,14.0,20.0,0.14,0.06,2.0,16.0,0.105,0.05,0.1,0.2,0.9,2.5,3.3,2.0,21.0,30.0,3.9,0.6,4.5,3.6,0.11,1.0,0.0616423342021947
23.6,13.0,10.6,24.8,3.2,37.6,0.0,0.5,14.0,33.0,0.175,0.02,2.0,25.0,0.175,0.07,0.1,0.38,0.2,2.7,1.3,3.6,10.0,17.0,1.0,3.7,4.2,4.7,0.12,1.2,0.0267087173292706
14.0,7.0,11.8,20.0,9.2,25.6,0.0,0.51,14.0,30.0,0.14,0.02,2.0,6.0,0.07,0.03,0.1,0.16,0.8,2.5,2.9,3.0,23.0,25.0,4.7,3.5,3.5,0.5,0.12,2.2,0.0839519833044026
