w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_center_T
14.0,7.0,10.6,22.4,16.4,31.6,0.0,0.5,14.0,32.0,0.105,0.01,2.0,29.0,0.105,0.02,0.1,0.49,2.2,1.2,3.6,4.9,7.0,2.0,4.1,1.3,0.9,0.5,0.14,2.3,0.0654428192266313
50.0,10.6,10.6,9.2,20.0,13.6,0.0,0.5,14.0,12.0,0.07,0.03,2.0,23.0,0.105,0.06,0.1,0.18,1.0,1.1,4.6,2.5,6.0,0.0,4.6,3.7,0.3,1.8,0.27,2.0,0.0439707164623992
44.0,7.0,4.6,23.6,9.2,11.2,0.0,0.5,14.0,22.0,0.14,0.01,2.0,12.0,0.14,0.1,0.1,0.14,0.6,2.8,4.0,1.9,10.0,29.0,5.0,3.8,4.2,4.8,0.42,1.0,0.0204648410243292
44.0,9.4,8.2,3.2,10.4,11.2,0.0,0.51,14.0,30.0,0.175,0.01,2.0,18.0,0.07,0.06,0.1,0.06,1.3,3.2,4.0,2.6,29.0,20.0,4.8,1.9,3.5,2.1,0.6,2.2,0.137637212315334
35.6,11.8,9.4,5.6,3.2,32.8,0.0,0.5,14.0,34.0,0.175,0.07,2.0,20.0,0.14,0.05,0.1,0.14,0.3,3.5,1.6,4.5,17.0,16.0,2.8,3.9,1.2,0.6,0.22,1.4,0.10085346221291
41.6,7.0,4.6,14.0,21.2,7.6,0.0,0.51,14.0,29.0,0.175,0.05,2.0,31.0,0.105,0.1,0.1,0.21,1.6,1.7,4.8,3.1,14.0,3.0,3.9,2.9,3.8,2.6,1.04,2.5,0.0337776632634334
15.2,5.8,3.4,20.0,14.0,37.6,0.0,0.51,14.0,29.0,0.175,0.07,2.0,12.0,0.07,0.05,0.1,0.24,1.8,1.4,5.0,4.1,17.0,12.0,1.2,1.6,3.3,0.9,0.82,2.1,0.0668417849394936
30.8,7.0,7.0,22.4,3.2,5.2,0.0,0.51,14.0,24.0,0.105,0.02,2.0,22.0,0.14,0.08,0.1,0.27,0.4,1.3,1.3,2.1,5.0,16.0,0.9,2.1,1.9,4.9,0.29,1.2,0.0299909692393604
36.8,7.0,5.8,11.6,4.4,53.2,0.0,0.5,14.0,18.0,0.035,0.03,2.0,18.0,0.175,0.1,0.1,0.46,0.4,1.9,2.6,3.5,23.0,21.0,2.6,4.7,4.8,1.8,0.2,1.3,0.0477646726249435
14.0,7.0,8.2,6.8,8.0,23.2,0.0,0.5,14.0,21.0,0.14,0.05,2.0,31.0,0.105,0.07,0.1,0.15,0.5,0.5,2.4,3.4,19.0,21.0,3.6,4.2,1.7,4.4,0.33,1.2,0.214614446187491
17.6,7.0,11.8,4.4,14.0,47.2,0.0,0.51,14.0,23.0,0.175,0.03,2.0,35.0,0.07,0.04,0.1,0.25,0.9,1.1,4.5,2.9,3.0,2.0,1.6,4.4,4.5,2.6,0.76,2.8,0.256137374736694
48.8,4.6,9.4,10.4,22.4,11.2,0.0,0.51,14.0,29.0,0.07,0.03,2.0,30.0,0.035,0.01,0.1,0.18,1.9,1.9,4.9,4.3,16.0,7.0,1.6,3.7,2.7,3.8,0.15,1.9,0.040115734014227
50.0,8.2,4.6,8.0,14.0,35.2,0.0,0.51,14.0,24.0,0.105,0.01,2.0,10.0,0.105,0.06,0.1,0.41,1.4,1.3,4.6,4.6,3.0,7.0,0.3,0.1,2.3,2.1,1.12,3.8,0.0505150404974095
34.4,4.6,10.6,15.2,22.4,43.6,0.0,0.5,14.0,32.0,0.175,0.03,2.0,9.0,0.105,0.03,0.1,0.07,1.4,3.2,3.9,3.4,7.0,6.0,3.1,4.7,1.0,2.4,0.24,3.3,0.042817781985868
42.8,7.0,8.2,3.2,6.8,30.4,0.0,0.5,14.0,21.0,0.07,0.01,2.0,15.0,0.07,0.07,0.1,0.49,0.8,0.8,4.7,3.0,27.0,26.0,2.6,1.4,2.3,3.2,0.26,1.1,0.142240016681858
52.4,3.4,1.0,24.8,6.8,31.6,0.0,0.51,14.0,14.0,0.035,0.01,2.0,11.0,0.07,0.07,0.1,0.1,0.7,1.7,2.6,5.0,18.0,4.0,0.5,0.6,2.9,3.1,0.63,1.4,0.0162333745024033
16.4,7.0,11.8,24.8,3.2,31.6,0.0,0.5,14.0,30.0,0.07,0.02,2.0,11.0,0.175,0.02,0.1,0.25,0.3,2.1,1.6,3.3,11.0,15.0,2.8,3.6,5.0,3.8,0.29,1.0,0.0509621098574722
17.6,7.0,11.8,17.6,20.0,34.0,0.0,0.5,14.0,34.0,0.07,0.06,2.0,28.0,0.175,0.1,0.1,0.42,1.3,3.9,4.3,4.4,14.0,23.0,4.3,0.4,4.9,2.3,1.06,1.8,0.0653556657850912
40.4,5.8,5.8,6.8,26.0,35.2,0.0,0.5,14.0,34.0,0.175,0.08,2.0,31.0,0.105,0.08,0.1,0.12,2.8,2.8,4.6,4.7,12.0,27.0,3.9,0.8,1.5,2.4,0.79,3.8,0.0737800260361586
50.0,4.6,5.8,22.4,14.0,10.0,0.0,0.51,14.0,21.0,0.105,0.01,2.0,23.0,0.035,0.02,0.1,0.29,0.9,0.9,2.8,2.3,11.0,30.0,4.4,4.4,3.8,0.9,0.65,1.6,0.0182601037738076
50.0,1.0,7.0,16.4,11.6,37.6,0.0,0.51,14.0,28.0,0.105,0.1,2.0,28.0,0.07,0.03,0.1,0.27,1.3,1.3,4.5,4.8,3.0,30.0,1.1,2.6,4.8,5.0,0.31,2.1,0.0257741767099097
33.2,11.8,11.8,22.4,6.8,22.0,0.0,0.5,14.0,26.0,0.175,0.03,2.0,18.0,0.07,0.05,0.1,0.32,0.6,2.4,2.7,2.6,19.0,5.0,2.8,0.9,4.4,0.9,0.39,2.0,0.0280169162847983
20.0,10.6,13.0,21.2,9.2,23.2,0.0,0.51,14.0,23.0,0.14,0.01,2.0,19.0,0.07,0.04,0.1,0.23,0.9,2.8,2.5,3.6,16.0,6.0,4.4,2.1,0.9,2.9,0.39,1.4,0.0485150171577192
34.4,8.2,7.0,22.4,8.0,53.2,0.0,0.51,14.0,28.0,0.14,0.07,2.0,10.0,0.035,0.03,0.1,0.07,1.0,1.5,2.5,1.9,7.0,10.0,2.8,1.9,3.6,0.1,0.66,1.4,0.0271357867921439
34.4,2.2,4.6,2.0,9.2,13.6,0.0,0.51,14.0,32.0,0.14,0.06,2.0,35.0,0.175,0.02,0.1,0.39,0.7,0.8,3.0,3.1,3.0,22.0,0.3,4.5,3.2,4.0,0.33,2.1,0.277130246922464
24.8,7.0,2.2,5.6,9.2,53.2,0.0,0.5,14.0,13.0,0.14,0.08,2.0,14.0,0.175,0.04,0.1,0.46,1.2,1.2,2.3,1.4,8.0,19.0,1.9,2.8,1.7,3.7,0.52,1.1,0.145408547339548
20.0,7.0,13.0,15.2,24.8,18.4,0.0,0.5,14.0,25.0,0.175,0.08,2.0,28.0,0.07,0.07,0.1,0.18,1.4,0.5,4.9,4.5,4.0,1.0,4.0,4.5,4.1,2.6,0.29,3.2,0.0694519585351884
22.4,9.4,10.6,6.8,12.8,18.4,0.0,0.51,14.0,24.0,0.105,0.05,2.0,11.0,0.035,0.02,0.1,0.24,1.6,1.0,4.2,4.6,13.0,28.0,2.2,2.9,5.0,3.9,0.6,2.7,0.130759011758701
23.6,2.2,8.2,12.8,6.8,5.2,0.0,0.5,14.0,19.0,0.105,0.01,2.0,30.0,0.035,0.03,0.1,0.03,0.3,2.1,1.5,4.5,27.0,2.0,0.6,2.7,2.9,2.0,0.27,1.0,0.0689215758467052
9.2,10.6,2.2,20.0,18.8,16.0,0.0,0.51,14.0,18.0,0.07,0.03,2.0,8.0,0.175,0.05,0.1,0.4,2.5,2.1,5.0,3.7,14.0,25.0,3.4,1.2,1.4,0.9,0.47,1.2,0.110774635823288
32.0,7.0,3.4,21.2,8.0,13.6,0.0,0.5,14.0,22.0,0.14,0.08,2.0,10.0,0.07,0.07,0.1,0.16,0.8,2.6,4.9,3.8,13.0,14.0,0.1,2.6,0.6,1.9,0.43,1.5,0.0310229218484822
16.4,3.4,10.6,4.4,17.6,16.0,0.0,0.5,14.0,18.0,0.035,0.02,2.0,20.0,0.14,0.01,0.1,0.17,1.6,0.9,3.8,4.3,15.0,16.0,2.5,3.6,4.5,1.6,0.6,2.4,0.275669981211404
32.0,7.0,7.0,18.8,8.0,24.4,0.0,0.51,14.0,31.0,0.14,0.02,2.0,22.0,0.07,0.01,0.1,0.44,0.9,2.0,2.1,4.4,12.0,23.0,1.5,0.3,1.3,2.9,0.15,1.0,0.0349616314511143
8.0,7.0,11.8,16.4,15.2,44.8,0.0,0.51,14.0,25.0,0.175,0.03,2.0,9.0,0.175,0.06,0.1,0.31,1.1,2.8,2.6,4.8,27.0,21.0,2.6,3.3,3.9,2.7,0.57,2.2,0.150828602818191
51.2,4.6,8.2,14.0,3.2,44.8,0.0,0.5,14.0,32.0,0.14,0.05,2.0,6.0,0.105,0.04,0.1,0.15,0.3,4.4,1.5,4.2,24.0,8.0,4.0,3.9,1.2,4.0,0.22,1.1,0.0294346322012193
11.6,5.8,10.6,9.2,22.4,40.0,0.0,0.5,14.0,32.0,0.035,0.02,2.0,23.0,0.175,0.03,0.1,0.41,1.9,2.8,5.0,4.9,3.0,16.0,2.7,2.0,0.8,4.1,0.93,4.2,0.189988159851829
29.6,5.8,4.6,5.6,10.4,53.2,0.0,0.51,14.0,35.0,0.105,0.09,2.0,5.0,0.035,0.03,0.1,0.13,1.1,4.4,2.7,2.3,20.0,3.0,1.2,3.4,4.4,0.6,0.91,1.4,0.122399751004645
46.4,4.6,8.2,14.0,17.6,48.4,0.0,0.51,14.0,33.0,0.105,0.07,2.0,14.0,0.175,0.04,0.1,0.3,1.8,3.4,4.1,2.7,13.0,9.0,2.0,2.5,0.5,2.4,1.17,1.4,0.0330606451152443
39.2,11.8,1.0,8.0,8.0,19.6,0.0,0.5,14.0,9.0,0.07,0.03,2.0,34.0,0.14,0.06,0.1,0.36,1.0,1.1,2.9,4.7,18.0,22.0,0.6,2.5,3.9,4.4,0.45,2.7,0.0646491530702057
26.0,9.4,13.0,10.4,20.0,11.2,0.0,0.5,14.0,26.0,0.14,0.09,2.0,13.0,0.07,0.02,0.1,0.33,1.5,3.1,4.0,3.5,5.0,24.0,4.5,1.9,0.2,3.6,0.96,3.1,0.0738783679319907
11.6,7.0,13.0,18.8,26.0,28.0,0.0,0.5,14.0,26.0,0.175,0.1,2.0,15.0,0.175,0.03,0.1,0.5,1.3,3.4,4.9,4.7,8.0,25.0,3.5,3.8,0.8,1.7,1.29,3.6,0.0922153516415812
6.8,3.4,8.2,20.0,6.8,49.6,0.0,0.51,14.0,25.0,0.105,0.08,2.0,29.0,0.105,0.04,0.1,0.29,0.9,2.3,3.4,3.7,1.0,25.0,0.1,3.4,3.2,3.0,0.19,1.5,0.153168661901774
21.2,2.2,5.8,11.6,6.8,50.8,0.0,0.51,14.0,22.0,0.035,0.02,2.0,34.0,0.14,0.04,0.1,0.47,0.6,0.8,3.3,2.6,2.0,4.0,1.1,3.4,1.7,3.9,0.1,2.2,0.0856500840289295
16.4,13.0,4.6,23.6,18.8,48.4,0.0,0.51,14.0,21.0,0.14,0.01,2.0,10.0,0.14,0.01,0.1,0.14,1.4,2.4,4.1,3.6,5.0,22.0,3.2,4.1,4.3,0.5,1.1,1.6,0.053041213565624
44.0,1.0,11.8,18.8,5.6,50.8,0.0,0.51,14.0,11.0,0.105,0.05,2.0,9.0,0.035,0.03,0.1,0.17,0.7,0.4,3.0,2.9,8.0,3.0,2.0,1.4,3.6,4.1,0.14,2.1,0.02593476608601
52.4,11.8,10.6,12.8,5.6,7.6,0.0,0.51,14.0,21.0,0.105,0.06,2.0,31.0,0.14,0.07,0.1,0.28,0.7,1.2,3.3,4.3,11.0,2.0,2.2,2.3,1.3,0.2,0.36,1.5,0.0305606651174361
36.8,2.2,1.0,11.6,6.8,44.8,0.0,0.51,14.0,30.0,0.07,0.02,2.0,31.0,0.14,0.06,0.1,0.33,0.5,2.4,3.0,2.3,8.0,16.0,3.3,1.7,2.6,1.9,0.3,1.0,0.0488781576793686
17.6,5.8,4.6,8.0,22.4,13.6,0.0,0.5,14.0,31.0,0.105,0.03,2.0,19.0,0.175,0.07,0.1,0.43,1.5,2.2,3.9,5.0,20.0,16.0,4.7,2.4,1.9,4.7,1.37,3.1,0.145358176894116
14.0,8.2,2.2,10.4,14.0,26.8,0.0,0.5,14.0,34.0,0.07,0.06,2.0,18.0,0.105,0.05,0.1,0.26,0.8,2.8,2.6,3.6,28.0,11.0,3.0,1.4,3.6,1.7,0.19,2.1,0.140013967689694
39.2,4.6,4.6,20.0,23.6,10.0,0.0,0.5,14.0,35.0,0.07,0.01,2.0,14.0,0.175,0.06,0.1,0.28,1.5,2.3,4.6,3.2,15.0,27.0,1.1,3.9,5.0,3.0,1.09,3.1,0.0263862014538095
23.6,9.4,13.0,17.6,24.8,19.6,0.0,0.5,14.0,23.0,0.07,0.01,2.0,32.0,0.07,0.05,0.1,0.11,2.9,2.1,5.0,4.5,0.0,10.0,4.3,3.4,2.6,2.2,1.11,4.4,0.0499289388259507
20.0,5.8,4.6,15.2,3.2,44.8,0.0,0.5,14.0,8.0,0.14,0.04,2.0,27.0,0.105,0.03,0.1,0.33,0.4,0.9,1.3,3.1,30.0,3.0,0.2,2.1,4.3,1.4,0.13,1.1,0.0667105346057499
24.8,4.6,11.8,5.6,26.0,50.8,0.0,0.51,14.0,35.0,0.07,0.05,2.0,30.0,0.105,0.08,0.1,0.34,2.9,2.2,4.7,4.3,12.0,17.0,3.5,3.8,3.2,4.7,0.91,3.2,0.145824613414545
15.2,4.6,3.4,11.6,20.0,38.8,0.0,0.5,14.0,24.0,0.105,0.04,2.0,33.0,0.105,0.02,0.1,0.47,2.5,0.9,4.9,4.3,27.0,24.0,3.2,4.1,4.7,2.9,0.59,1.4,0.120738045611057
21.2,11.8,9.4,12.8,24.8,4.0,0.0,0.51,14.0,20.0,0.105,0.07,2.0,29.0,0.14,0.03,0.1,0.44,2.5,1.8,5.0,5.0,24.0,8.0,3.5,3.3,2.6,2.8,0.95,3.5,0.0735743820683017
52.4,4.6,10.6,17.6,4.4,37.6,0.0,0.5,14.0,12.0,0.175,0.06,2.0,4.0,0.105,0.1,0.1,0.43,0.4,0.5,1.6,1.3,8.0,26.0,1.2,0.8,3.0,2.5,0.2,1.1,0.0230244202949209
50.0,2.2,11.8,11.6,10.4,10.0,0.0,0.5,14.0,20.0,0.07,0.02,2.0,34.0,0.175,0.06,0.1,0.49,1.1,2.6,4.2,5.0,18.0,8.0,0.7,1.2,3.8,4.8,0.8,2.4,0.0353012145531639
28.4,3.4,5.8,4.4,24.8,4.0,0.0,0.5,14.0,30.0,0.105,0.02,2.0,17.0,0.105,0.03,0.1,0.48,2.5,0.9,4.0,3.7,24.0,14.0,2.4,2.7,0.5,4.3,0.55,3.5,0.167565903898167
40.4,5.8,7.0,14.0,16.4,20.8,0.0,0.51,14.0,21.0,0.105,0.05,2.0,19.0,0.14,0.1,0.1,0.34,1.7,2.4,3.6,4.3,4.0,0.0,3.4,2.6,2.6,0.4,0.59,2.3,0.0370574995143994
22.4,4.6,7.0,23.6,6.8,38.8,0.0,0.5,14.0,27.0,0.175,0.1,2.0,11.0,0.14,0.05,0.1,0.5,0.9,1.9,3.7,2.0,10.0,8.0,4.5,3.3,1.1,3.3,0.19,1.4,0.0391999644786706
15.2,9.4,7.0,17.6,12.8,36.4,0.0,0.51,14.0,25.0,0.105,0.09,2.0,17.0,0.14,0.04,0.1,0.29,1.7,0.4,3.6,2.8,30.0,24.0,0.8,4.6,1.1,3.7,0.35,2.0,0.0783021403919971
27.2,3.4,10.6,10.4,9.2,46.0,0.0,0.51,14.0,24.0,0.14,0.06,2.0,8.0,0.14,0.01,0.1,0.23,1.1,2.8,3.1,4.6,29.0,12.0,3.4,4.6,1.2,2.6,0.4,2.4,0.0748559051372931
14.0,11.8,2.2,11.6,5.6,14.8,0.0,0.51,14.0,4.0,0.07,0.03,2.0,31.0,0.105,0.09,0.1,0.46,0.3,0.5,2.4,1.4,20.0,27.0,0.4,2.4,1.7,3.8,0.24,1.3,0.126522377498043
21.2,11.8,11.8,22.4,5.6,41.2,0.0,0.51,14.0,15.0,0.07,0.04,2.0,10.0,0.14,0.02,0.1,0.41,0.7,1.8,2.9,2.5,20.0,2.0,4.9,0.8,2.2,4.2,0.12,1.6,0.0428000193228717
26.0,8.2,10.6,12.8,21.2,31.6,0.0,0.51,14.0,15.0,0.105,0.01,2.0,31.0,0.175,0.07,0.1,0.34,2.8,0.6,4.6,3.9,17.0,19.0,0.7,0.6,1.4,0.2,0.55,3.3,0.0617154537936966
45.2,11.8,13.0,6.8,9.2,17.2,0.0,0.51,14.0,35.0,0.14,0.03,2.0,6.0,0.105,0.09,0.1,0.44,0.7,4.7,4.1,2.5,12.0,22.0,2.4,3.1,3.9,3.1,0.27,1.9,0.0651067768562353
9.2,11.8,7.0,18.8,20.0,43.6,0.0,0.5,14.0,26.0,0.14,0.03,2.0,34.0,0.105,0.02,0.1,0.16,1.6,1.2,3.5,4.3,6.0,9.0,3.2,2.2,4.8,3.1,0.68,2.9,0.119711216693693
23.6,1.0,9.4,20.0,9.2,41.2,0.0,0.51,14.0,29.0,0.175,0.1,2.0,30.0,0.175,0.06,0.1,0.26,0.7,1.5,4.5,5.0,26.0,21.0,1.5,1.9,2.7,2.3,0.19,4.0,0.0462079443976819
42.8,4.6,13.0,6.8,23.6,34.0,0.0,0.51,14.0,24.0,0.175,0.03,2.0,10.0,0.105,0.1,0.1,0.28,2.0,2.4,4.5,4.3,1.0,12.0,1.4,3.8,1.7,1.7,1.21,3.4,0.0719501512069826
41.6,10.6,13.0,4.4,12.8,31.6,0.0,0.5,14.0,15.0,0.175,0.05,2.0,13.0,0.105,0.02,0.1,0.41,1.5,1.4,4.8,3.5,29.0,0.0,2.0,2.3,1.1,0.9,0.26,2.0,0.106218563472533
35.6,7.0,13.0,15.2,23.6,44.8,0.0,0.51,14.0,13.0,0.105,0.07,2.0,9.0,0.14,0.02,0.1,0.19,2.5,1.1,4.2,3.9,29.0,1.0,4.4,3.5,2.9,3.1,0.31,3.8,0.0384110316521894
41.6,2.2,1.0,4.4,9.2,46.0,0.0,0.5,14.0,24.0,0.14,0.05,2.0,16.0,0.105,0.02,0.1,0.17,0.5,1.3,3.8,3.8,22.0,15.0,1.2,2.1,2.9,4.9,0.33,3.5,0.110969956835399
21.2,7.0,13.0,8.0,8.0,12.4,0.0,0.5,14.0,25.0,0.07,0.03,2.0,28.0,0.14,0.1,0.1,0.32,0.7,2.9,5.0,2.8,17.0,9.0,3.0,0.2,5.0,0.3,0.23,2.6,0.119694812261411
24.8,2.2,10.6,6.8,8.0,26.8,0.0,0.51,14.0,26.0,0.105,0.08,2.0,28.0,0.105,0.09,0.1,0.46,0.9,3.0,4.4,4.1,10.0,2.0,4.4,3.5,2.0,2.5,0.54,3.2,0.121048296612705
18.8,11.8,13.0,12.8,3.2,23.2,0.0,0.5,14.0,16.0,0.175,0.01,2.0,22.0,0.035,0.02,0.1,0.04,0.3,0.2,2.0,2.2,23.0,11.0,4.1,4.0,2.6,5.0,0.14,1.1,0.0866059306873078
10.4,13.0,3.4,17.6,10.4,8.8,0.0,0.51,14.0,35.0,0.175,0.09,2.0,18.0,0.14,0.07,0.1,0.38,1.3,4.2,1.9,1.7,8.0,9.0,3.1,3.0,4.4,3.0,0.28,1.5,0.10918911814569
48.8,1.0,4.6,10.4,14.0,6.4,0.0,0.5,14.0,23.0,0.105,0.09,2.0,15.0,0.105,0.04,0.1,0.36,0.9,2.0,3.7,2.9,30.0,18.0,2.0,1.2,3.9,2.7,0.37,1.0,0.0422922474611839
14.0,8.2,10.6,22.4,3.2,29.2,0.0,0.51,14.0,9.0,0.07,0.05,2.0,24.0,0.175,0.01,0.1,0.47,0.4,0.5,1.6,3.4,29.0,23.0,2.3,1.8,4.5,2.4,0.12,1.5,0.0670854723628614
28.4,3.4,5.8,22.4,15.2,22.0,0.0,0.51,14.0,27.0,0.175,0.04,2.0,32.0,0.07,0.06,0.1,0.23,1.6,3.3,3.3,2.5,4.0,6.0,2.6,0.4,3.6,1.5,0.49,1.6,0.0330316332062112
10.4,1.0,3.4,21.2,9.2,52.0,0.0,0.5,14.0,29.0,0.035,0.03,2.0,11.0,0.105,0.1,0.1,0.32,0.8,1.1,3.0,3.6,8.0,9.0,0.9,0.6,0.3,0.6,0.1,1.3,0.101785243560513
34.4,5.8,11.8,8.0,18.8,41.2,0.0,0.51,14.0,29.0,0.14,0.02,2.0,30.0,0.035,0.01,0.1,0.09,1.5,2.3,4.6,4.8,12.0,2.0,4.6,1.5,0.8,2.5,0.2,1.8,0.0739032042927425
12.8,10.6,5.8,5.6,16.4,6.4,0.0,0.51,14.0,17.0,0.14,0.06,2.0,25.0,0.105,0.05,0.1,0.34,1.6,1.2,3.6,3.8,8.0,16.0,3.7,0.9,4.7,4.0,0.61,2.7,0.275487504810663
24.8,7.0,2.2,21.2,5.6,48.4,0.0,0.5,14.0,29.0,0.14,0.04,2.0,35.0,0.105,0.04,0.1,0.31,0.5,2.9,2.4,4.5,3.0,28.0,3.9,0.8,3.5,0.1,0.41,1.3,0.0388896717781417
21.2,11.8,13.0,18.8,4.4,41.2,0.0,0.51,14.0,13.0,0.105,0.01,2.0,26.0,0.14,0.05,0.1,0.41,0.5,1.1,2.0,1.9,18.0,19.0,4.5,4.0,4.3,2.6,0.44,1.1,0.0514767431817933
51.2,9.4,9.4,15.2,11.6,10.0,0.0,0.51,14.0,33.0,0.14,0.1,2.0,18.0,0.175,0.08,0.1,0.41,1.0,3.9,2.9,4.1,15.0,22.0,2.4,1.3,1.1,0.9,0.95,2.0,0.0250966693450299
27.2,7.0,9.4,17.6,4.4,50.8,0.0,0.51,14.0,34.0,0.07,0.01,2.0,19.0,0.105,0.03,0.1,0.26,0.4,3.8,1.6,2.2,26.0,1.0,4.2,2.9,0.6,4.9,0.32,1.4,0.0430125686299587
14.0,2.2,11.8,24.8,14.0,40.0,0.0,0.51,14.0,17.0,0.14,0.08,2.0,32.0,0.07,0.03,0.1,0.42,1.1,1.2,4.1,4.5,26.0,10.0,3.5,4.8,3.6,5.0,0.38,1.0,0.0586023009735605
21.2,4.6,3.4,16.4,8.0,24.4,0.0,0.51,14.0,15.0,0.175,0.01,2.0,23.0,0.105,0.01,0.1,0.05,0.4,0.9,3.6,4.9,4.0,3.0,1.1,3.1,0.4,2.6,0.32,2.8,0.0608049594017884
24.8,3.4,3.4,8.0,24.8,30.4,0.0,0.5,14.0,28.0,0.14,0.07,2.0,21.0,0.105,0.02,0.1,0.16,3.1,3.5,4.5,4.3,5.0,19.0,2.9,3.9,0.1,2.3,0.35,3.3,0.104024965225202
34.4,1.0,5.8,5.6,10.4,37.6,0.0,0.5,14.0,32.0,0.14,0.03,2.0,31.0,0.175,0.01,0.1,0.43,0.5,2.9,5.0,1.7,1.0,25.0,2.2,4.6,2.3,1.0,0.44,1.5,0.110133329344873
26.0,11.8,2.2,10.4,6.8,42.4,0.0,0.51,14.0,34.0,0.105,0.05,2.0,30.0,0.175,0.07,0.1,0.49,0.8,2.8,1.8,4.4,24.0,18.0,4.6,2.6,1.0,1.8,0.26,1.3,0.0748226355791358
50.0,4.6,5.8,4.4,21.2,4.0,0.0,0.51,14.0,28.0,0.14,0.03,2.0,12.0,0.14,0.1,0.1,0.46,2.0,3.7,4.9,4.1,11.0,18.0,4.2,3.2,2.5,1.6,0.3,1.8,0.0894706705563777
47.6,9.4,4.6,15.2,23.6,53.2,0.0,0.5,14.0,21.0,0.14,0.01,2.0,15.0,0.14,0.06,0.1,0.21,1.1,2.4,5.0,3.7,18.0,25.0,3.7,1.2,1.3,1.8,0.89,2.1,0.0287825282631433
30.8,4.6,11.8,20.0,21.2,48.4,0.0,0.5,14.0,30.0,0.07,0.05,2.0,29.0,0.105,0.1,0.1,0.39,0.9,0.7,4.4,3.2,8.0,26.0,2.2,1.9,1.6,3.8,0.53,2.0,0.0330178782650443
30.8,13.0,8.2,10.4,18.8,7.6,0.0,0.51,14.0,11.0,0.175,0.07,2.0,27.0,0.07,0.01,0.1,0.17,1.0,1.4,3.2,5.0,25.0,21.0,0.3,3.8,1.3,0.3,0.3,2.6,0.0632723490756852
17.6,7.0,8.2,20.0,24.8,25.6,0.0,0.5,14.0,19.0,0.175,0.04,2.0,30.0,0.175,0.07,0.1,0.49,2.1,1.7,4.5,4.7,4.0,11.0,3.9,1.6,2.0,4.0,1.16,4.0,0.0557552017996162
45.2,1.0,9.4,20.0,11.6,47.2,0.0,0.5,14.0,28.0,0.175,0.07,2.0,34.0,0.105,0.04,0.1,0.23,1.5,1.2,2.0,4.4,16.0,9.0,1.5,1.4,1.2,0.3,0.26,1.9,0.0237669208921894
18.8,9.4,10.6,22.4,24.8,10.0,0.0,0.51,14.0,24.0,0.035,0.02,2.0,31.0,0.105,0.07,0.1,0.15,2.5,2.4,4.1,4.1,16.0,3.0,3.9,2.2,2.4,3.2,0.45,3.4,0.048997867929733
50.0,10.6,13.0,24.8,26.0,5.2,0.0,0.5,14.0,32.0,0.14,0.04,2.0,25.0,0.175,0.06,0.1,0.46,3.3,0.6,4.9,4.7,8.0,24.0,4.1,4.4,2.7,3.0,0.21,4.4,0.016621740421728
27.2,11.8,13.0,12.8,17.6,11.2,0.0,0.5,14.0,35.0,0.105,0.07,2.0,15.0,0.105,0.01,0.1,0.19,0.8,1.4,3.2,4.9,6.0,0.0,2.3,2.8,2.6,4.0,0.26,2.8,0.0585077734919994
44.0,7.0,8.2,24.8,9.2,6.4,0.0,0.5,14.0,23.0,0.175,0.01,2.0,27.0,0.14,0.05,0.1,0.25,1.1,1.8,2.9,4.3,12.0,13.0,2.8,2.5,4.5,5.0,0.17,1.2,0.0190404124494828
11.6,3.4,5.8,5.6,17.6,13.6,0.0,0.5,14.0,20.0,0.14,0.05,2.0,19.0,0.035,0.01,0.1,0.24,1.1,0.5,5.0,2.9,0.0,20.0,1.5,2.5,1.8,2.5,0.19,1.0,0.311285694633318
11.6,2.2,13.0,5.6,17.6,25.6,0.0,0.5,14.0,11.0,0.14,0.1,2.0,34.0,0.07,0.02,0.1,0.38,2.3,1.4,4.8,4.8,22.0,20.0,3.1,1.3,0.4,0.7,0.43,1.4,0.318152838906526
23.6,1.0,7.0,18.8,9.2,31.6,0.0,0.5,14.0,24.0,0.07,0.01,2.0,18.0,0.105,0.02,0.1,0.38,0.5,1.4,4.8,2.0,7.0,18.0,0.5,3.5,0.2,0.8,0.27,1.7,0.0494157987834389
34.4,10.6,10.6,18.8,23.6,4.0,0.0,0.5,14.0,33.0,0.07,0.05,2.0,31.0,0.07,0.06,0.1,0.2,1.7,1.2,4.9,4.1,11.0,17.0,0.7,3.7,4.7,0.4,0.69,3.7,0.0314406096656617
51.2,11.8,13.0,5.6,17.6,40.0,0.0,0.5,14.0,15.0,0.07,0.07,2.0,20.0,0.14,0.04,0.1,0.23,1.9,1.7,4.1,4.1,10.0,5.0,0.5,1.1,2.1,1.9,0.67,3.0,0.0696320448707764
38.0,8.2,3.4,21.2,8.0,34.0,0.0,0.51,14.0,26.0,0.07,0.02,2.0,16.0,0.175,0.07,0.1,0.3,0.9,2.9,2.9,3.5,27.0,3.0,4.4,4.5,3.6,0.7,0.77,1.9,0.0253816289972112
